"Label (Grouping)","Alamance County, North Carolina!!Estimate","Brunswick County, North Carolina!!Estimate","Buncombe County, North Carolina!!Estimate","Burke County, North Carolina!!Estimate","Cabarrus County, North Carolina!!Estimate","Caldwell County, North Carolina!!Estimate","Carteret County, North Carolina!!Estimate","Catawba County, North Carolina!!Estimate","Chatham County, North Carolina!!Estimate","Cleveland County, North Carolina!!Estimate","Craven County, North Carolina!!Estimate","Cumberland County, North Carolina!!Estimate","Davidson County, North Carolina!!Estimate","Durham County, North Carolina!!Estimate","Forsyth County, North Carolina!!Estimate","Franklin County, North Carolina!!Estimate","Gaston County, North Carolina!!Estimate","Guilford County, North Carolina!!Estimate","Harnett County, North Carolina!!Estimate","Henderson County, North Carolina!!Estimate","Iredell County, North Carolina!!Estimate","Johnston County, North Carolina!!Estimate","Lincoln County, North Carolina!!Estimate","Mecklenburg County, North Carolina!!Estimate","Moore County, North Carolina!!Estimate","Nash County, North Carolina!!Estimate","New Hanover County, North Carolina!!Estimate","Onslow County, North Carolina!!Estimate","Orange County, North Carolina!!Estimate","Pitt County, North Carolina!!Estimate","Randolph County, North Carolina!!Estimate","Robeson County, North Carolina!!Estimate","Rockingham County, North Carolina!!Estimate","Rowan County, North Carolina!!Estimate","Rutherford County, North Carolina!!Estimate","Surry County, North Carolina!!Estimate","Union County, North Carolina!!Estimate","Wake County, North Carolina!!Estimate","Wayne County, North Carolina!!Estimate","Wilkes County, North Carolina!!Estimate","Wilson County, North Carolina!!Estimate","North Carolina!!Estimate"
"Gini Index","0.4669","0.4331","0.4655","0.4796","0.4506","0.4353","0.4760","0.4820","0.4781","0.4554","0.4548","0.4483","0.4441","0.4777","0.5105","0.4436","0.4494","0.4678","0.4237","0.4233","0.4868","0.4450","0.4550","0.4921","0.4986","0.4608","0.5048","0.3841","0.5062","0.5039","0.4338","0.4996","0.4488","0.4591","0.4760","0.5030","0.4496","0.4235","0.4929","0.4866","0.4005","0.4763"
