"Label (Grouping)","North Carolina!!Estimate","Alamance County, North Carolina!!Estimate","Brunswick County, North Carolina!!Estimate","Buncombe County, North Carolina!!Estimate","Burke County, North Carolina!!Estimate","Cabarrus County, North Carolina!!Estimate","Caldwell County, North Carolina!!Estimate","Carteret County, North Carolina!!Estimate","Catawba County, North Carolina!!Estimate","Chatham County, North Carolina!!Estimate","Cleveland County, North Carolina!!Estimate","Craven County, North Carolina!!Estimate","Cumberland County, North Carolina!!Estimate","Davidson County, North Carolina!!Estimate","Durham County, North Carolina!!Estimate","Forsyth County, North Carolina!!Estimate","Gaston County, North Carolina!!Estimate","Guilford County, North Carolina!!Estimate","Harnett County, North Carolina!!Estimate","Henderson County, North Carolina!!Estimate","Iredell County, North Carolina!!Estimate","Johnston County, North Carolina!!Estimate","Lincoln County, North Carolina!!Estimate","Mecklenburg County, North Carolina!!Estimate","Moore County, North Carolina!!Estimate","Nash County, North Carolina!!Estimate","New Hanover County, North Carolina!!Estimate","Onslow County, North Carolina!!Estimate","Orange County, North Carolina!!Estimate","Pitt County, North Carolina!!Estimate","Randolph County, North Carolina!!Estimate","Robeson County, North Carolina!!Estimate","Rockingham County, North Carolina!!Estimate","Rowan County, North Carolina!!Estimate","Rutherford County, North Carolina!!Estimate","Surry County, North Carolina!!Estimate","Union County, North Carolina!!Estimate","Wake County, North Carolina!!Estimate","Wayne County, North Carolina!!Estimate","Wilkes County, North Carolina!!Estimate","Wilson County, North Carolina!!Estimate"
"Gini Index","0.4765","0.4504","0.4322","0.4510","0.4244","0.4082","0.4872","0.4447","0.4653","0.4807","0.4600","0.4313","0.4332","0.4530","0.4946","0.4968","0.4580","0.4968","0.4463","0.4432","0.4722","0.4074","0.4516","0.4958","0.4504","0.4638","0.4825","0.4089","0.5096","0.5100","0.4217","0.4635","0.4330","0.4462","0.4518","0.4290","0.4568","0.4529","0.4224","0.4909","0.4264"
