"Label (Grouping)","Alamance County, North Carolina!!Estimate","Alexander County, North Carolina!!Estimate","Alleghany County, North Carolina!!Estimate","Anson County, North Carolina!!Estimate","Ashe County, North Carolina!!Estimate","Avery County, North Carolina!!Estimate","Beaufort County, North Carolina!!Estimate","Bertie County, North Carolina!!Estimate","Bladen County, North Carolina!!Estimate","Brunswick County, North Carolina!!Estimate","Buncombe County, North Carolina!!Estimate","Burke County, North Carolina!!Estimate","Cabarrus County, North Carolina!!Estimate","Caldwell County, North Carolina!!Estimate","Camden County, North Carolina!!Estimate","Carteret County, North Carolina!!Estimate","Caswell County, North Carolina!!Estimate","Catawba County, North Carolina!!Estimate","Chatham County, North Carolina!!Estimate","Cherokee County, North Carolina!!Estimate","Chowan County, North Carolina!!Estimate","Clay County, North Carolina!!Estimate","Cleveland County, North Carolina!!Estimate","Columbus County, North Carolina!!Estimate","Craven County, North Carolina!!Estimate","Cumberland County, North Carolina!!Estimate","Currituck County, North Carolina!!Estimate","Dare County, North Carolina!!Estimate","Davidson County, North Carolina!!Estimate","Davie County, North Carolina!!Estimate","Duplin County, North Carolina!!Estimate","Durham County, North Carolina!!Estimate","Edgecombe County, North Carolina!!Estimate","Forsyth County, North Carolina!!Estimate","Franklin County, North Carolina!!Estimate","Gaston County, North Carolina!!Estimate","Gates County, North Carolina!!Estimate","Graham County, North Carolina!!Estimate","Granville County, North Carolina!!Estimate","Greene County, North Carolina!!Estimate","Guilford County, North Carolina!!Estimate","Halifax County, North Carolina!!Estimate","Harnett County, North Carolina!!Estimate","Haywood County, North Carolina!!Estimate","Henderson County, North Carolina!!Estimate","Hertford County, North Carolina!!Estimate","Hoke County, North Carolina!!Estimate","Hyde County, North Carolina!!Estimate","Iredell County, North Carolina!!Estimate","Jackson County, North Carolina!!Estimate","Johnston County, North Carolina!!Estimate","Jones County, North Carolina!!Estimate","Lee County, North Carolina!!Estimate","Lenoir County, North Carolina!!Estimate","Lincoln County, North Carolina!!Estimate","McDowell County, North Carolina!!Estimate","Macon County, North Carolina!!Estimate","Madison County, North Carolina!!Estimate","Martin County, North Carolina!!Estimate","Mecklenburg County, North Carolina!!Estimate","Mitchell County, North Carolina!!Estimate","Montgomery County, North Carolina!!Estimate","Moore County, North Carolina!!Estimate","Nash County, North Carolina!!Estimate","New Hanover County, North Carolina!!Estimate","Northampton County, North Carolina!!Estimate","Onslow County, North Carolina!!Estimate","Orange County, North Carolina!!Estimate","Pamlico County, North Carolina!!Estimate","Pasquotank County, North Carolina!!Estimate","Pender County, North Carolina!!Estimate","Perquimans County, North Carolina!!Estimate","Person County, North Carolina!!Estimate","Pitt County, North Carolina!!Estimate","Polk County, North Carolina!!Estimate","Randolph County, North Carolina!!Estimate","Richmond County, North Carolina!!Estimate","Robeson County, North Carolina!!Estimate","Rockingham County, North Carolina!!Estimate","Rowan County, North Carolina!!Estimate","Rutherford County, North Carolina!!Estimate","Sampson County, North Carolina!!Estimate","Scotland County, North Carolina!!Estimate","Stanly County, North Carolina!!Estimate","Stokes County, North Carolina!!Estimate","Surry County, North Carolina!!Estimate","Swain County, North Carolina!!Estimate","Transylvania County, North Carolina!!Estimate","Tyrrell County, North Carolina!!Estimate","Union County, North Carolina!!Estimate","Vance County, North Carolina!!Estimate","Wake County, North Carolina!!Estimate","Warren County, North Carolina!!Estimate","Washington County, North Carolina!!Estimate","Watauga County, North Carolina!!Estimate","Wayne County, North Carolina!!Estimate","Wilkes County, North Carolina!!Estimate","Wilson County, North Carolina!!Estimate","Yadkin County, North Carolina!!Estimate","Yancey County, North Carolina!!Estimate","North Carolina!!Estimate"
"Gini Index","0.4515","0.4600","0.4813","0.4352","0.4398","0.4890","0.4726","0.5348","0.5232","0.4401","0.4751","0.4565","0.4411","0.4317","0.3687","0.4495","0.4350","0.4555","0.4939","0.4185","0.4427","0.4978","0.4604","0.4897","0.4514","0.4482","0.3859","0.4206","0.4335","0.4286","0.4112","0.4659","0.4535","0.4908","0.4126","0.4592","0.4107","0.4367","0.4293","0.4225","0.4837","0.4968","0.4194","0.4462","0.4313","0.4455","0.4528","0.3615","0.4731","0.4569","0.4337","0.4467","0.4398","0.4654","0.4670","0.4311","0.4854","0.4708","0.4728","0.4877","0.4437","0.4601","0.4623","0.4607","0.4984","0.4764","0.4056","0.5129","0.4873","0.4322","0.4560","0.4139","0.4541","0.4771","0.4517","0.4264","0.4576","0.4942","0.4406","0.4521","0.4641","0.4673","0.4949","0.4339","0.4277","0.4829","0.4414","0.4464","0.4353","0.4542","0.4840","0.4442","0.5029","0.5449","0.5135","0.4691","0.4520","0.4633","0.4402","0.4506","0.4759"
